Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
54,No,Travel_Rarely,1096,Research & Development,24,1,Marketing,1,143,1,Female,44,2,4,Laboratory Technician,4,Married,17640,24924,4,Y,No,13,3,2,80,0,0,5,2,8,14,0,8
44,No,Travel_Rarely,804,Research & Development,18,2,Technical Degree,1,144,2,Female,79,2,1,Healthcare Representative,1,Divorced,16284,15649,7,Y,No,16,3,1,80,2,8,0,2,6,3,9,11
46,Yes,Travel_Rarely,563,Sales,21,3,Human Resources,1,145,1,Female,77,2,4,Sales Executive,4,Married,2825,24281,2,Y,No,19,3,2,80,2,20,3,3,15,5,11,3
37,Yes,Travel_Rarely,113,Sales,27,1,Technical Degree,1,146,1,Male,61,3,4,Sales Representative,3,Single,3765,19708,4,Y,Yes,19,3,1,80,1,17,4,2,27,14,4,9
42,No,Travel_Rarely,1281,Research & Development,22,4,Technical Degree,1,147,4,Female,78,1,4,Healthcare Representative,2,Divorced,8066,26020,0,Y,No,22,3,3,80,0,31,5,1,6,3,6,10
23,No,Travel_Rarely,578,Research & Development,11,2,Human Resources,1,148,1,Female,97,3,3,Research Director,4,Married,8038,16907,1,Y,No,23,3,3,80,0,33,5,1,13,5,3,6
53,No,Travel_Rarely,1040,Sales,13,4,Life Sciences,1,149,1,Male,74,2,2,Manager,3,Married,10583,15427,2,Y,Yes,15,3,3,80,0,19,1,3,31,1,13,12
19,No,Non-Travel,502,Sales,8,4,Medical,1,150,2,Male,61,1,3,Sales Representative,1,Married,7289,19036,0,Y,No,18,3,1,80,0,1,4,1,7,3,12,8
39,No,Travel_Rarely,909,Human Resources,27,1,Marketing,1,151,3,Male,33,1,1,Human Resources,3,Single,2296,16778,8,Y,No,14,4,2,80,0,3,5,2,26,17,9,11
49,No,Travel_Rarely,278,Sales,1,1,Marketing,1,152,3,Female,94,2,3,Sales Representative,1,Married,19470,24541,8,Y,No,15,3,3,80,0,37,0,3,2,14,4,1
33,No,Travel_Rarely,1466,Sales,17,3,Marketing,1,153,2,Male,94,3,3,Manager,4,Divorced,7194,10955,4,Y,No,17,3,1,80,0,6,3,3,26,11,9,0
35,No,Travel_Frequently,158,Research & Development,12,1,Technical Degree,1,154,3,Male,47,1,3,Research Director,4,Single,7805,26927,3,Y,No,17,3,3,80,1,21,0,3,29,7,2,6
22,No,Travel_Rarely,549,Human Resources,4,1,Human Resources,1,155,1,Male,83,1,3,Manager,2,Single,14797,19548,4,Y,No,23,3,2,80,1,19,5,2,33,11,1,0
53,No,Travel_Rarely,304,Sales,21,3,Medical,1,156,4,Female,76,3,4,Sales Executive,2,Divorced,18879,3144,3,Y,No,17,3,3,80,0,34,1,3,25,8,1,15
47,No,Travel_Rarely,839,Research & Development,13,4,Other,1,157,1,Female,35,3,2,Laboratory Technician,4,Single,4995,22516,4,Y,No,18,3,1,80,0,3,2,3,36,6,13,3
36,No,Travel_Rarely,303,Research & Development,9,3,Marketing,1,158,1,Female,95,1,1,Manager,1,Married,18477,23624,6,Y,Yes,21,3,1,80,1,19,3,1,39,7,4,7
40,No,Travel_Rarely,1455,Sales,27,3,Human Resources,1,159,4,Female,38,3,1,Manager,1,Married,14912,16386,7,Y,No,15,3,3,80,1,34,3,1,21,9,3,16
51,No,Travel_Frequently,464,Research & Development,7,3,Medical,1,160,2,Female,97,1,1,Research Scientist,4,Married,8393,17850,1,Y,Yes,11,3,3,80,0,32,0,3,31,10,1,3
30,No,Travel_Frequently,993,Research & Development,23,2,Medical,1,161,1,Female,52,2,3,Healthcare Representative,1,Married,2720,6116,3,Y,Yes,21,3,1,80,0,20,0,2,1,1,4,3
46,No,Travel_Rarely,555,Research & Development,24,4,Life Sciences,1,162,1,Female,72,3,1,Research Director,4,Single,8325,10430,7,Y,No,19,4,3,80,1,13,0,2,7,3,9,7
53,Yes,Travel_Rarely,457,Research & Development,5,2,Human Resources,1,163,2,Male,80,1,4,Laboratory Technician,2,Single,3559,4728,6,Y,No,19,3,3,80,1,30,5,2,6,8,8,9
39,No,Non-Travel,317,Research & Development,5,2,Marketing,1,164,1,Male,54,3,2,Research Scientist,1,Married,7099,9382,8,Y,Yes,17,3,3,80,0,21,3,2,18,7,7,15
53,No,Travel_Rarely,1073,Sales,17,1,Technical Degree,1,165,1,Male,64,3,3,Manager,2,Married,14568,11086,4,Y,No,22,3,2,80,1,29,0,1,32,4,8,0
26,No,Travel_Frequently,656,Research & Development,9,3,Medical,1,166,3,Female,46,1,3,Manager,3,Married,6026,3579,5,Y,No,16,3,2,80,0,28,4,2,1,13,8,4
56,No,Travel_Rarely,988,Research & Development,6,3,Medical,1,167,2,Female,47,2,4,Research Scientist,2,Married,14247,21301,7,Y,No,23,3,2,80,2,35,5,2,2,1,7,1
36,No,Non-Travel,124,Sales,25,2,Other,1,168,1,Male,56,1,1,Sales Representative,3,Single,7057,19150,4,Y,Yes,23,3,3,80,0,28,5,3,27,16,8,15
55,Yes,Travel_Frequently,256,Sales,19,1,Life Sciences,1,169,1,Male,44,3,3,Sales Executive,2,Single,1712,14260,8,Y,No,15,3,1,80,0,6,4,2,13,7,3,12
23,No,Non-Travel,1311,Research & Development,16,1,Medical,1,170,4,Female,98,1,3,Healthcare Representative,2,Divorced,7305,22900,3,Y,No,15,4,3,80,0,31,4,2,14,1,7,5
32,No,Travel_Rarely,350,Research & Development,21,1,Medical,1,171,4,Female,44,3,4,Research Director,1,Married,13914,19892,7,Y,No,13,3,3,80,1,12,5,2,20,14,13,3
37,No,Travel_Rarely,850,Sales,2,4,Technical Degree,1,172,4,Female,71,1,4,Manager,2,Single,8674,24593,2,Y,No,20,3,2,80,0,12,3,2,13,1,1,6
26,No,Non-Travel,906,Research & Development,10,2,Technical Degree,1,173,1,Female,63,2,1,Healthcare Representative,4,Single,11563,5988,4,Y,No,11,3,1,80,0,13,0,1,39,10,8,1
49,No,Travel_Rarely,235,Sales,16,4,Other,1,174,1,Female,77,2,2,Sales Representative,1,Single,17316,5940,7,Y,No,16,3,2,80,1,5,1,3,17,13,12,9
21,No,Travel_Rarely,422,Research & Development,5,1,Human Resources,1,175,4,Female,37,2,2,Research Scientist,1,Married,18217,16575,6,Y,No,18,3,1,80,2,15,0,1,38,9,8,13
35,No,Travel_Frequently,491,Sales,15,1,Other,1,176,3,Female,39,2,1,Sales Representative,1,Divorced,4005,11480,0,Y,No,24,3,3,80,2,20,3,3,19,6,10,7
22,No,Travel_Frequently,535,Research & Development,13,1,Other,1,177,3,Female,34,1,2,Manager,2,Divorced,14741,20502,3,Y,No,12,3,3,80,1,15,4,3,0,13,2,2
37,No,Non-Travel,1147,Research & Development,13,3,Technical Degree,1,178,3,Male,77,2,4,Manager,1,Divorced,16602,19835,1,Y,Yes,18,3,3,80,0,4,3,3,8,12,5,2
40,No,Travel_Rarely,974,Human Resources,13,2,Human Resources,1,179,3,Female,55,1,4,Human Resources,3,Divorced,14603,25954,1,Y,No,18,3,1,80,2,23,0,3,8,1,11,1
28,No,Travel_Frequently,1250,Sales,15,3,Technical Degree,1,180,2,Female,52,3,4,Sales Representative,3,Divorced,15987,17090,6,Y,No,20,4,2,80,2,0,3,1,37,9,6,16
54,No,Travel_Frequently,1204,Research & Development,14,4,Life Sciences,1,181,4,Female,91,3,2,Research Scientist,2,Married,19147,10142,2,Y,Yes,18,3,2,80,1,9,1,3,38,0,2,9
39,Yes,Travel_Rarely,959,Sales,8,3,Marketing,1,182,1,Male,42,3,2,Sales Representative,1,Single,3639,2662,2,Y,No,20,3,2,80,2,34,3,2,28,0,4,11
21,No,Travel_Rarely,152,Human Resources,11,2,Marketing,1,183,4,Male,38,2,3,Manager,4,Divorced,11144,8584,5,Y,No,13,3,1,80,2,30,2,2,14,2,0,10
46,Yes,Travel_Rarely,277,Research & Development,18,3,Life Sciences,1,184,3,Female,49,2,3,Healthcare Representative,4,Single,3612,25947,5,Y,No,20,3,1,80,1,14,3,3,19,10,10,8
51,No,Travel_Rarely,971,Sales,24,1,Marketing,1,185,1,Male,86,2,3,Manager,3,Single,7691,4039,0,Y,Yes,18,3,3,80,2,10,0,2,37,8,2,12
30,No,Non-Travel,354,Research & Development,4,4,Human Resources,1,186,2,Male,53,3,2,Manager,2,Single,9059,18885,0,Y,No,21,3,2,80,0,8,2,2,29,12,11,5
59,Yes,Travel_Rarely,1067,Research & Development,26,4,Technical Degree,1,187,4,Male,62,3,3,Laboratory Technician,2,Married,3457,6322,5,Y,No,22,3,1,80,1,1,4,3,25,3,7,13
26,No,Travel_Frequently,1371,Research & Development,10,1,Marketing,1,188,1,Female,49,3,4,Healthcare Representative,2,Married,6198,14039,6,Y,No,22,3,2,80,0,29,0,3,5,5,2,10
59,Yes,Non-Travel,840,Research & Development,1,1,Human Resources,1,189,1,Female,89,3,2,Laboratory Technician,2,Single,2670,10899,8,Y,Yes,24,3,2,80,0,15,5,3,38,1,7,4
48,No,Travel_Rarely,1231,Sales,5,1,Technical Degree,1,190,3,Female,77,1,1,Sales Representative,2,Married,17068,9225,3,Y,No,14,3,1,80,1,0,1,1,16,8,8,1
24,No,Travel_Frequently,1318,Sales,13,2,Human Resources,1,191,3,Female,93,1,2,Sales Executive,1,Divorced,6205,26775,5,Y,No,13,4,1,80,2,5,3,3,5,17,5,6
21,Yes,Travel_Rarely,1441,Research & Development,1,3,Life Sciences,1,192,4,Female,59,2,3,Research Scientist,1,Married,1240,4312,2,Y,No,21,4,3,80,1,10,3,3,27,3,6,16
36,No,Travel_Frequently,403,Human Resources,23,4,Other,1,193,2,Female,46,2,2,Human Resources,1,Divorced,5543,17069,3,Y,Yes,19,3,3,80,2,32,0,1,8,0,5,5
59,Yes,Travel_Rarely,649,Research & Development,8,3,Life Sciences,1,194,1,Female,43,3,3,Healthcare Representative,4,Single,3758,17703,8,Y,No,18,3,3,80,0,16,3,2,26,0,7,13
47,No,Non-Travel,817,Research & Development,3,1,Marketing,1,195,3,Male,48,1,3,Research Director,1,Single,7591,9805,0,Y,No,20,3,2,80,2,33,3,1,34,16,13,3
48,No,Travel_Rarely,880,Research & Development,3,1,Technical Degree,1,196,4,Female,88,1,1,Manufacturing Director,2,Married,13833,14085,4,Y,Yes,23,3,2,80,0,39,4,2,5,2,6,2
52,No,Travel_Rarely,369,Research & Development,7,3,Human Resources,1,197,3,Female,96,2,1,Healthcare Representative,2,Married,8116,22835,6,Y,Yes,23,3,3,80,0,24,3,1,3,16,9,10
38,Yes,Travel_Frequently,1295,Research & Development,4,4,Marketing,1,198,4,Female,73,1,4,Research Director,4,Married,1351,14199,2,Y,Yes,12,4,2,80,0,21,3,3,15,2,0,0
48,No,Travel_Rarely,1111,Research & Development,3,2,Marketing,1,199,3,Female,61,2,3,Laboratory Technician,4,Divorced,4407,18971,1,Y,Yes,23,4,2,80,1,25,4,1,22,3,2,13
36,No,Travel_Rarely,652,Research & Development,15,3,Other,1,200,2,Female,40,3,2,Manufacturing Director,3,Married,2885,17332,1,Y,No,23,3,2,80,2,26,5,3,22,12,2,5
48,No,Travel_Rarely,1417,Research & Development,8,1,Marketing,1,201,1,Female,31,3,1,Laboratory Technician,4,Divorced,4643,5962,0,Y,No,23,3,2,80,2,37,3,2,28,14,14,16
49,No,Travel_Frequently,1266,Sales,3,1,Other,1,202,3,Female,97,2,1,Manager,3,Married,13125,22863,4,Y,Yes,24,3,1,80,2,8,5,3,3,11,2,16
19,No,Travel_Rarely,1271,Sales,7,2,Technical Degree,1,203,1,Female,46,3,3,Sales Executive,1,Single,3468,13620,2,Y,No,18,3,1,80,0,36,4,1,39,2,3,10
27,No,Travel_Rarely,415,Research & Development,18,3,Technical Degree,1,204,4,Male,69,3,2,Manufacturing Director,2,Married,15366,12154,6,Y,No,21,3,3,80,1,4,1,1,39,7,12,6
19,No,Travel_Rarely,285,Research & Development,11,2,Human Resources,1,205,2,Male,75,1,1,Research Director,3,Single,9015,7527,0,Y,Yes,21,3,3,80,2,17,3,2,23,0,0,12
19,No,Travel_Rarely,814,Sales,11,2,Other,1,206,1,Female,33,1,1,Sales Executive,3,Single,8323,24706,8,Y,No,13,3,2,80,2,21,0,3,5,17,13,7
41,No,Travel_Rarely,229,Sales,17,4,Life Sciences,1,207,3,Female,67,1,2,Sales Executive,3,Single,10935,19916,1,Y,Yes,20,4,2,80,1,11,2,2,39,12,10,7
34,No,Travel_Rarely,1412,Research & Development,28,4,Technical Degree,1,208,1,Male,92,1,1,Research Director,4,Married,4428,3446,7,Y,No,22,3,1,80,2,21,1,3,5,6,14,8
49,Yes,Travel_Rarely,1378,Sales,6,1,Human Resources,1,209,1,Female,58,1,2,Manager,4,Single,3720,10330,3,Y,Yes,24,3,2,80,1,5,3,3,13,12,1,6
33,No,Travel_Rarely,801,Sales,8,3,Life Sciences,1,210,4,Female,48,2,3,Sales Executive,4,Single,14738,23388,5,Y,No,16,4,2,80,1,35,0,2,13,16,11,8
33,No,Travel_Rarely,487,Research & Development,1,4,Technical Degree,1,211,2,Male,58,2,1,Research Scientist,3,Married,11308,20858,8,Y,Yes,15,3,3,80,2,26,2,2,34,12,4,10
56,No,Travel_Frequently,1355,Research & Development,10,1,Technical Degree,1,212,2,Female,64,1,3,Healthcare Representative,1,Married,17879,6654,6,Y,No,18,3,2,80,1,14,4,3,5,12,10,1
48,No,Travel_Rarely,372,Research & Development,28,3,Human Resources,1,213,1,Female,99,3,2,Manufacturing Director,2,Married,17772,18677,7,Y,No,19,3,1,80,1,16,3,2,22,10,5,2
41,No,Travel_Rarely,912,Sales,25,1,Human Resources,1,214,1,Female,52,3,3,Sales Executive,4,Married,12633,17654,6,Y,No,21,3,2,80,2,2,5,3,19,13,8,15
18,Yes,Travel_Rarely,516,Research & Development,19,4,Medical,1,215,4,Male,75,2,3,Research Director,1,Single,3078,6518,1,Y,No,17,3,2,80,0,9,5,2,16,9,1,7
28,Yes,Travel_Rarely,299,Sales,3,1,Marketing,1,216,1,Male,73,2,3,Sales Executive,4,Single,3996,9941,8,Y,Yes,16,4,2,80,2,24,4,2,19,7,13,7
38,No,Travel_Frequently,1448,Research & Development,4,3,Marketing,1,217,4,Female,77,2,4,Research Scientist,4,Single,19570,16289,0,Y,No,16,3,2,80,2,20,1,2,5,5,11,5
21,No,Travel_Rarely,1181,Research & Development,11,3,Life Sciences,1,218,2,Male,81,3,2,Research Director,3,Divorced,17281,6891,1,Y,No,11,3,2,80,0,39,5,1,39,11,8,1
24,No,Travel_Rarely,932,Research & Development,15,1,Marketing,1,219,2,Male,37,2,2,Laboratory Technician,3,Married,6087,25278,2,Y,No,15,3,1,80,1,8,2,2,27,6,6,15
43,No,Travel_Rarely,1328,Research & Development,1,3,Life Sciences,1,220,4,Male,84,3,2,Research Director,4,Single,8228,26004,2,Y,Yes,24,3,3,80,2,23,5,1,12,17,8,8
29,No,Travel_Rarely,729,Research & Development,9,1,Technical Degree,1,221,1,Female,95,2,2,Manager,2,Married,4831,16403,3,Y,Yes,18,4,2,80,0,31,2,3,28,17,3,14
48,No,Travel_Rarely,705,Research & Development,11,3,Medical,1,222,2,Male,69,3,2,Research Director,4,Divorced,13055,24498,4,Y,No,16,3,3,80,0,2,5,3,19,2,6,1
34,No,Travel_Rarely,1263,Sales,19,1,Medical,1,223,3,Male,60,2,1,Manager,2,Married,15795,21246,5,Y,Yes,22,4,3,80,2,32,4,2,16,8,0,14
50,Yes,Travel_Rarely,1182,Research & Development,13,1,Technical Degree,1,224,4,Male,77,2,1,Manager,1,Divorced,3488,4501,0,Y,No,11,4,1,80,2,11,4,1,34,5,7,10
28,No,Non-Travel,1111,Sales,26,1,Human Resources,1,225,2,Female,90,3,1,Sales Representative,4,Single,16605,23975,7,Y,Yes,15,3,3,80,0,28,5,3,38,0,6,11
45,No,Travel_Rarely,172,Sales,16,2,Other,1,226,2,Male,81,2,3,Sales Representative,2,Single,13282,5885,5,Y,No,23,3,2,80,2,20,1,1,36,9,6,14
49,Yes,Travel_Rarely,1012,Human Resources,4,3,Other,1,227,2,Male,67,1,3,Human Resources,1,Divorced,2795,21771,8,Y,No,21,3,2,80,0,38,0,1,22,7,1,15
18,No,Non-Travel,695,Research & Development,1,4,Marketing,1,228,3,Female,65,3,2,Manufacturing Director,1,Married,15344,21324,4,Y,Yes,22,3,2,80,2,33,5,3,17,16,9,5
45,No,Travel_Frequently,1497,Research & Development,20,1,Human Resources,1,229,3,Male,84,2,4,Research Director,3,Married,17898,26320,6,Y,No,15,3,2,80,0,32,3,1,35,2,14,2
59,No,Travel_Rarely,701,Research & Development,13,2,Life Sciences,1,230,3,Male,42,3,2,Manager,1,Married,4732,8602,3,Y,No,22,3,1,80,2,31,0,1,19,2,8,5
24,No,Travel_Frequently,615,Research & Development,1,4,Medical,1,231,1,Male,66,2,1,Laboratory Technician,3,Married,3872,16501,5,Y,No,13,3,3,80,2,19,5,3,6,2,10,2
19,No,Travel_Frequently,185,Research & Development,5,1,Marketing,1,232,4,Female,76,1,2,Healthcare Representative,1,Married,6720,21789,5,Y,No,18,3,1,80,2,2,2,2,35,6,7,12
59,No,Travel_Rarely,1095,Research & Development,5,4,Technical Degree,1,233,1,Female,51,2,3,Manufacturing Director,1,Single,3969,11723,3,Y,Yes,19,3,3,80,1,3,3,2,0,10,0,11
41,No,Travel_Rarely,1168,Research & Development,14,2,Human Resources,1,234,3,Male,68,2,2,Manufacturing Director,2,Married,14155,2220,5,Y,Yes,16,3,1,80,2,16,1,1,36,17,10,7
21,No,Travel_Rarely,940,Sales,27,4,Medical,1,235,4,Male,87,1,1,Sales Representative,2,Divorced,13870,24084,7,Y,No,16,3,1,80,0,16,0,2,34,4,0,1
36,Yes,Non-Travel,707,Research & Development,23,1,Life Sciences,1,236,1,Male,59,3,2,Research Director,3,Single,1469,11906,4,Y,No,12,3,1,80,0,18,0,3,2,1,13,6
43,No,Travel_Rarely,911,Sales,14,4,Life Sciences,1,237,1,Male,47,2,3,Sales Representative,4,Married,5717,9788,1,Y,No,20,3,2,80,1,3,3,3,34,13,4,16
28,No,Travel_Rarely,234,Sales,8,4,Other,1,238,1,Male,47,2,4,Sales Representative,2,Married,3374,5413,8,Y,Yes,12,3,2,80,1,28,1,3,28,0,1,6
57,No,Travel_Frequently,1190,Research & Development,4,1,Marketing,1,239,3,Male,68,1,1,Research Scientist,1,Divorced,10679,10767,3,Y,No,16,3,1,80,1,16,5,1,8,3,0,0
28,No,Travel_Rarely,391,Sales,7,2,Technical Degree,1,240,2,Female,55,3,2,Manager,3,Married,18834,7525,3,Y,No,22,3,3,80,2,21,1,3,36,13,9,3
20,No,Travel_Rarely,477,Human Resources,20,2,Medical,1,241,4,Male,36,3,3,Manager,3,Married,15427,6472,6,Y,Yes,18,3,3,80,2,1,5,1,24,14,11,14
29,No,Travel_Rarely,870,Human Resources,19,4,Life Sciences,1,242,3,Male,98,1,1,Human Resources,3,Divorced,3940,25647,5,Y,No,12,3,2,80,0,11,0,1,11,16,12,3
20,No,Travel_Rarely,568,Human Resources,15,3,Medical,1,243,4,Male,94,1,1,Manager,1,Divorced,4367,20599,3,Y,No,19,3,1,80,0,10,5,3,37,2,10,11
59,No,Travel_Frequently,1338,Research & Development,22,4,Technical Degree,1,244,3,Female,75,2,3,Research Director,2,Married,13428,21613,5,Y,No,23,3,2,80,2,39,0,3,6,3,7,15
44,No,Travel_Rarely,1273,Sales,4,3,Medical,1,245,1,Male,47,1,2,Sales Representative,4,Married,18631,13106,2,Y,No,22,3,2,80,0,28,4,1,6,17,11,13
19,No,Travel_Frequently,572,Human Resources,19,4,Marketing,1,246,1,Female,42,1,2,Manager,3,Married,18862,8584,6,Y,No,24,3,2,80,2,19,3,3,3,0,12,13
33,No,Travel_Rarely,250,Research & Development,9,2,Other,1,247,2,Male,54,1,2,Laboratory Technician,1,Married,14655,24618,5,Y,Yes,19,3,1,80,1,4,1,2,30,4,3,10
19,No,Travel_Rarely,189,Human Resources,21,4,Medical,1,248,2,Male,37,3,1,Manager,2,Divorced,9968,12657,2,Y,No,24,3,1,80,2,24,2,1,38,17,1,15
47,Yes,Non-Travel,1449,Human Resources,13,4,Human Resources,1,249,4,Male,61,1,4,Human Resources,2,Divorced,1046,18716,0,Y,Yes,14,3,2,80,2,33,3,1,9,12,13,14
37,No,Travel_Rarely,497,Research & Development,14,3,Other,1,250,2,Male,46,2,1,Manager,4,Single,16743,3514,4,Y,No,14,3,1,80,2,11,5,3,22,13,4,5
55,No,Travel_Rarely,891,Sales,23,2,Technical Degree,1,251,2,Male,77,2,2,Sales Executive,3,Married,3368,16766,1,Y,No,14,3,3,80,0,27,4,3,25,2,11,12
45,No,Travel_Rarely,1207,Research & Development,28,3,Other,1,252,4,Male,92,2,1,Research Scientist,1,Married,4226,2434,6,Y,No,21,3,3,80,2,33,3,1,22,5,10,16
42,No,Travel_Frequently,1411,Research & Development,14,4,Medical,1,253,3,Female,69,1,4,Laboratory Technician,2,Divorced,13688,13636,6,Y,No,15,3,2,80,2,5,0,1,28,10,12,3
49,No,Travel_Rarely,966,Research & Development,22,1,Medical,1,254,2,Male,44,3,1,Manufacturing Director,1,Married,5612,9614,3,Y,No,18,3,3,80,2,18,3,1,7,8,12,11
27,No,Travel_Rarely,1395,Sales,10,4,Human Resources,1,255,3,Male,35,1,3,Sales Representative,2,Married,14199,13279,5,Y,Yes,12,4,2,80,1,11,5,3,18,6,11,7
59,No,Travel_Rarely,1417,Research & Development,16,4,Life Sciences,1,256,1,Male,92,1,2,Research Scientist,3,Single,12034,7081,0,Y,Yes,21,3,2,80,2,24,3,1,28,9,5,11
57,No,Travel_Rarely,125,Human Resources,5,3,Human Resources,1,257,2,Female,37,2,2,Human Resources,3,Married,13569,14843,1,Y,No,15,3,2,80,2,12,3,2,5,6,7,3
50,No,Travel_Frequently,1057,Research & Development,23,1,Medical,1,258,1,Male,61,1,2,Research Director,4,Single,3059,22553,5,Y,No,24,3,1,80,2,16,5,2,28,4,14,7
30,No,Travel_Rarely,412,Research & Development,27,1,Other,1,259,1,Female,74,3,1,Research Scientist,2,Divorced,15115,7506,1,Y,No,12,4,1,80,0,11,2,3,23,3,14,1
58,Yes,Travel_Rarely,1333,Sales,6,3,Human Resources,1,260,3,Male,81,2,1,Manager,1,Married,1839,21956,3,Y,No,21,3,1,80,1,2,4,1,9,16,6,3
59,Yes,Travel_Rarely,765,Research & Development,26,2,Human Resources,1,261,4,Male,42,3,1,Manufacturing Director,2,Married,2413,26831,3,Y,No,21,4,1,80,1,23,3,1,13,4,6,11
54,No,Travel_Rarely,539,Human Resources,2,1,Life Sciences,1,262,2,Female,53,3,2,Human Resources,1,Married,18128,9764,8,Y,Yes,18,3,2,80,2,7,3,2,5,16,0,9
33,No,Non-Travel,807,Sales,13,1,Medical,1,263,3,Female,69,3,1,Manager,4,Divorced,6182,20973,6,Y,No,11,3,1,80,2,35,2,1,3,16,2,14
39,No,Travel_Rarely,1461,Research & Development,13,3,Medical,1,264,4,Male,43,1,2,Research Director,2,Single,5868,26340,6,Y,No,17,3,3,80,0,25,1,3,14,16,2,8
37,Yes,Non-Travel,523,Research & Development,19,2,Technical Degree,1,265,1,Female,99,1,1,Healthcare Representative,3,Single,2017,15860,0,Y,No,13,3,3,80,2,7,3,3,36,0,6,8
44,No,Travel_Rarely,422,Research & Development,18,2,Life Sciences,1,266,2,Female,91,1,2,Manufacturing Director,1,Divorced,7950,26530,4,Y,No,14,4,1,80,0,31,5,3,38,1,11,6
58,No,Travel_Rarely,688,Research & Development,28,4,Technical Degree,1,267,1,Male,90,1,3,Manager,3,Divorced,10914,10417,2,Y,Yes,24,3,3,80,2,31,5,1,27,8,13,1
33,Yes,Non-Travel,1048,Research & Development,19,4,Technical Degree,1,268,1,Male,30,2,1,Research Director,4,Divorced,2454,3951,2,Y,No,18,3,3,80,0,0,3,1,1,14,1,6
51,Yes,Travel_Rarely,1288,Research & Development,1,3,Technical Degree,1,269,2,Male,95,1,2,Research Director,4,Single,3932,16549,5,Y,No,13,3,1,80,1,2,1,2,12,4,9,8
49,No,Travel_Frequently,1290,Sales,8,2,Marketing,1,270,4,Female,61,2,3,Sales Executive,1,Single,18154,2598,3,Y,No,22,3,2,80,2,0,5,2,1,12,6,11
43,No,Non-Travel,950,Research & Development,22,3,Technical Degree,1,271,4,Male,42,3,3,Research Scientist,2,Single,4309,9561,7,Y,No,23,3,2,80,0,14,3,3,31,3,8,6
42,No,Travel_Rarely,1420,Research & Development,16,4,Human Resources,1,272,2,Male,62,2,4,Manufacturing Director,3,Single,8630,20634,3,Y,No,23,3,2,80,0,19,3,1,4,12,0,15
19,No,Travel_Rarely,143,Research & Development,2,3,Other,1,273,2,Female,61,1,1,Manager,3,Married,12693,10578,7,Y,No,17,3,1,80,2,2,3,1,2,5,11,7
29,No,Travel_Frequently,1410,Human Resources,8,3,Human Resources,1,274,3,Female,85,2,2,Manager,1,Single,16778,13936,3,Y,No,22,3,2,80,0,14,4,3,1,11,13,5
57,Yes,Travel_Rarely,1040,Research & Development,6,1,Human Resources,1,275,3,Male,53,1,4,Manufacturing Director,1,Married,3733,7017,2,Y,No,11,3,2,80,2,36,5,3,13,8,1,1
26,No,Travel_Rarely,488,Research & Development,16,1,Medical,1,276,1,Female,33,1,1,Manufacturing Director,1,Single,15416,11345,4,Y,Yes,19,3,3,80,2,20,0,2,39,14,10,1
29,No,Travel_Rarely,1263,Research & Development,23,1,Marketing,1,277,2,Female,52,2,3,Laboratory Technician,4,Married,18733,18014,4,Y,Yes,23,3,2,80,0,38,4,2,28,14,5,7
43,No,Travel_Rarely,1312,Research & Development,11,4,Technical Degree,1,278,4,Female,58,2,1,Research Scientist,4,Divorced,10629,12589,0,Y,No,16,3,1,80,0,22,1,3,37,16,1,9
26,No,Travel_Frequently,1011,Research & Development,17,3,Medical,1,279,1,Male,50,3,2,Manager,3,Single,10360,24032,7,Y,Yes,13,3,2,80,0,39,4,1,5,4,13,10
27,No,Travel_Rarely,817,Research & Development,23,1,Life Sciences,1,280,1,Male,59,3,3,Research Director,2,Married,14011,24216,7,Y,No,17,3,3,80,1,34,4,2,33,4,11,2
49,No,Travel_Rarely,532,Research & Development,19,1,Life Sciences,1,281,1,Male,49,3,4,Manufacturing Director,1,Single,9953,15413,7,Y,No,23,4,3,80,2,17,2,3,7,4,1,15
51,No,Travel_Rarely,655,Research & Development,11,1,Medical,1,282,1,Female,45,3,1,Research Director,4,Single,5301,21273,3,Y,No,15,3,3,80,2,16,1,1,1,13,4,2
37,No,Travel_Rarely,901,Research & Development,28,4,Other,1,283,4,Male,96,3,1,Laboratory Technician,2,Married,13227,11487,8,Y,No,18,3,3,80,1,30,1,3,25,1,6,7
56,No,Travel_Rarely,527,Sales,8,4,Medical,1,284,1,Male,78,2,4,Sales Executive,1,Married,8819,8994,2,Y,Yes,18,3,2,80,1,25,1,1,16,8,3,11
19,Yes,Travel_Frequently,127,Research & Development,22,3,Medical,1,285,2,Female,87,3,1,Manufacturing Director,2,Married,1947,4254,6,Y,No,22,3,3,80,0,21,4,2,23,13,12,12
18,Yes,Travel_Rarely,1496,Sales,4,3,Marketing,1,286,3,Female,73,2,1,Sales Executive,1,Divorced,2375,18330,5,Y,No,19,3,3,80,2,35,1,1,30,14,5,10
